Matrice des probabilités (heure x paquets):
9 16 8 300
Heure	0	1	2	3	4	5	6	7
9	0.9354838709677418817634020	0.0645161290322580627254467	0.0000000000000000000000000	0.0000000000000000000000000	0.0000000000000000000000000	0.0000000000000000000000000	0.0000000000000000000000000	0.0000000000000000000000000
10	0.8387096774193548709419588	0.0322580645161290313627234	0.0322580645161290313627234	0.0000000000000000000000000	0.0967741935483870940881701	0.0000000000000000000000000	0.0000000000000000000000000	0.0000000000000000000000000
11	0.5483870967741935054107216	0.1612903225806451568136168	0.0322580645161290313627234	0.0322580645161290313627234	0.0322580645161290313627234	0.1612903225806451568136168	0.0322580645161290313627234	0.0000000000000000000000000
12	0.6451612903225806272544673	0.0000000000000000000000000	0.0322580645161290313627234	0.0000000000000000000000000	0.0967741935483870940881701	0.0322580645161290313627234	0.1612903225806451568136168	0.0322580645161290313627234
13	0.5806451612903226200401718	0.0967741935483870940881701	0.0322580645161290313627234	0.0000000000000000000000000	0.0322580645161290313627234	0.0322580645161290313627234	0.0645161290322580627254467	0.1612903225806451568136168
14	0.6451612903225806272544673	0.0967741935483870940881701	0.0000000000000000000000000	0.0000000000000000000000000	0.0322580645161290313627234	0.0645161290322580627254467	0.1612903225806451568136168	0.0000000000000000000000000
15	0.6451612903225806272544673	0.0322580645161290313627234	0.0322580645161290313627234	0.0645161290322580627254467	0.1935483870967741881763402	0.0322580645161290313627234	0.0000000000000000000000000	0.0000000000000000000000000
16	0.8064516129032257563125086	0.0645161290322580627254467	0.1290322580645161254508935	0.0000000000000000000000000	0.0000000000000000000000000	0.0000000000000000000000000	0.0000000000000000000000000	0.0000000000000000000000000
