Matrice des probabilités (heure x paquets):
8 18 10 300
Heure	0	1	2	3	4	5	6	7	8	9
8	0.7333333333333332815229255	0.2666666666666666629659233	0.0000000000000000000000000	0.0000000000000000000000000	0.0000000000000000000000000	0.0000000000000000000000000	0.0000000000000000000000000	0.0000000000000000000000000	0.0000000000000000000000000	0.0000000000000000000000000
9	0.5666666666666666518636930	0.0666666666666666657414808	0.1333333333333333314829616	0.1000000000000000055511151	0.1333333333333333314829616	0.0000000000000000000000000	0.0000000000000000000000000	0.0000000000000000000000000	0.0000000000000000000000000	0.0000000000000000000000000
10	0.4333333333333333481363070	0.2000000000000000111022302	0.0000000000000000000000000	0.0333333333333333328707404	0.0333333333333333328707404	0.1333333333333333314829616	0.1666666666666666574148081	0.0000000000000000000000000	0.0000000000000000000000000	0.0000000000000000000000000
11	0.4333333333333333481363070	0.0000000000000000000000000	0.1333333333333333314829616	0.0333333333333333328707404	0.0333333333333333328707404	0.0333333333333333328707404	0.2000000000000000111022302	0.1333333333333333314829616	0.0000000000000000000000000	0.0000000000000000000000000
12	0.2999999999999999888977698	0.1000000000000000055511151	0.0666666666666666657414808	0.0666666666666666657414808	0.0666666666666666657414808	0.0000000000000000000000000	0.0000000000000000000000000	0.2000000000000000111022302	0.1333333333333333314829616	0.0666666666666666657414808
13	0.2999999999999999888977698	0.2000000000000000111022302	0.0333333333333333328707404	0.0333333333333333328707404	0.0333333333333333328707404	0.0000000000000000000000000	0.0333333333333333328707404	0.1333333333333333314829616	0.1666666666666666574148081	0.0666666666666666657414808
14	0.2333333333333333370340767	0.1000000000000000055511151	0.1333333333333333314829616	0.0666666666666666657414808	0.0333333333333333328707404	0.0666666666666666657414808	0.0333333333333333328707404	0.1333333333333333314829616	0.1333333333333333314829616	0.0666666666666666657414808
15	0.3333333333333333148296163	0.1333333333333333314829616	0.0666666666666666657414808	0.1000000000000000055511151	0.0000000000000000000000000	0.0000000000000000000000000	0.1000000000000000055511151	0.1666666666666666574148081	0.1000000000000000055511151	0.0000000000000000000000000
16	0.4333333333333333481363070	0.1666666666666666574148081	0.1333333333333333314829616	0.0000000000000000000000000	0.0666666666666666657414808	0.1000000000000000055511151	0.1000000000000000055511151	0.0000000000000000000000000	0.0000000000000000000000000	0.0000000000000000000000000
17	0.5000000000000000000000000	0.1666666666666666574148081	0.0666666666666666657414808	0.1666666666666666574148081	0.1000000000000000055511151	0.0000000000000000000000000	0.0000000000000000000000000	0.0000000000000000000000000	0.0000000000000000000000000	0.0000000000000000000000000
18	0.7333333333333332815229255	0.2000000000000000111022302	0.0666666666666666657414808	0.0000000000000000000000000	0.0000000000000000000000000	0.0000000000000000000000000	0.0000000000000000000000000	0.0000000000000000000000000	0.0000000000000000000000000	0.0000000000000000000000000
