Matrice des probabilités (heure x paquets):
11 16 6 300
Heure	0	1	2	3	4	5
11	0.8709677419354838745491065	0.1290322580645161254508935	0.0000000000000000000000000	0.0000000000000000000000000	0.0000000000000000000000000	0.0000000000000000000000000
12	0.7419354838709677490982131	0.1612903225806451568136168	0.0645161290322580627254467	0.0322580645161290313627234	0.0000000000000000000000000	0.0000000000000000000000000
13	0.6774193548387096308616151	0.1935483870967741881763402	0.0322580645161290313627234	0.0645161290322580627254467	0.0322580645161290313627234	0.0000000000000000000000000
14	0.5161290322580645018035739	0.2580645161290322509017869	0.0645161290322580627254467	0.0645161290322580627254467	0.0322580645161290313627234	0.0645161290322580627254467
15	0.6451612903225806272544673	0.1290322580645161254508935	0.0645161290322580627254467	0.1290322580645161254508935	0.0322580645161290313627234	0.0000000000000000000000000
16	0.8387096774193548709419588	0.0967741935483870940881701	0.0645161290322580627254467	0.0000000000000000000000000	0.0000000000000000000000000	0.0000000000000000000000000
