Matrice des probabilités (heure x paquets):
9 17 9 300
Heure	0	1	2	3	4	5	6	7	8
9	0.6774193548387096308616151	0.0967741935483870940881701	0.1935483870967741881763402	0.0322580645161290313627234	0.0000000000000000000000000	0.0000000000000000000000000	0.0000000000000000000000000	0.0000000000000000000000000	0.0000000000000000000000000
10	0.6129032258064516236473196	0.1612903225806451568136168	0.0000000000000000000000000	0.0645161290322580627254467	0.0645161290322580627254467	0.0967741935483870940881701	0.0000000000000000000000000	0.0000000000000000000000000	0.0000000000000000000000000
11	0.5161290322580645018035739	0.1612903225806451568136168	0.0000000000000000000000000	0.0967741935483870940881701	0.0322580645161290313627234	0.0322580645161290313627234	0.1290322580645161254508935	0.0322580645161290313627234	0.0000000000000000000000000
12	0.4193548387096774354709794	0.1612903225806451568136168	0.0322580645161290313627234	0.0322580645161290313627234	0.0967741935483870940881701	0.0322580645161290313627234	0.0967741935483870940881701	0.1290322580645161254508935	0.0000000000000000000000000
13	0.4516129032258064390781271	0.2580645161290322509017869	0.0322580645161290313627234	0.0322580645161290313627234	0.0322580645161290313627234	0.0322580645161290313627234	0.0322580645161290313627234	0.0645161290322580627254467	0.0645161290322580627254467
14	0.4516129032258064390781271	0.2258064516129032195390636	0.0322580645161290313627234	0.0322580645161290313627234	0.0322580645161290313627234	0.0000000000000000000000000	0.0967741935483870940881701	0.1290322580645161254508935	0.0000000000000000000000000
15	0.6774193548387096308616151	0.0967741935483870940881701	0.0000000000000000000000000	0.0645161290322580627254467	0.0000000000000000000000000	0.0645161290322580627254467	0.0967741935483870940881701	0.0000000000000000000000000	0.0000000000000000000000000
16	0.7096774193548387454910653	0.0967741935483870940881701	0.0322580645161290313627234	0.0322580645161290313627234	0.0967741935483870940881701	0.0322580645161290313627234	0.0000000000000000000000000	0.0000000000000000000000000	0.0000000000000000000000000
17	0.8387096774193548709419588	0.1290322580645161254508935	0.0322580645161290313627234	0.0000000000000000000000000	0.0000000000000000000000000	0.0000000000000000000000000	0.0000000000000000000000000	0.0000000000000000000000000	0.0000000000000000000000000
