Matrice des probabilités (heure x paquets):
11 17 7 300
Heure	0	1	2	3	4	5	6
11	0.7419354838709677490982131	0.2258064516129032195390636	0.0000000000000000000000000	0.0322580645161290313627234	0.0000000000000000000000000	0.0000000000000000000000000	0.0000000000000000000000000
12	0.8387096774193548709419588	0.0967741935483870940881701	0.0000000000000000000000000	0.0645161290322580627254467	0.0000000000000000000000000	0.0000000000000000000000000	0.0000000000000000000000000
13	0.6451612903225806272544673	0.0967741935483870940881701	0.1290322580645161254508935	0.0322580645161290313627234	0.0645161290322580627254467	0.0000000000000000000000000	0.0322580645161290313627234
14	0.6451612903225806272544673	0.0000000000000000000000000	0.0000000000000000000000000	0.0645161290322580627254467	0.1612903225806451568136168	0.0967741935483870940881701	0.0322580645161290313627234
15	0.6774193548387096308616151	0.0645161290322580627254467	0.0645161290322580627254467	0.0645161290322580627254467	0.1290322580645161254508935	0.0000000000000000000000000	0.0000000000000000000000000
16	0.6774193548387096308616151	0.1612903225806451568136168	0.0645161290322580627254467	0.0967741935483870940881701	0.0000000000000000000000000	0.0000000000000000000000000	0.0000000000000000000000000
17	0.8387096774193548709419588	0.1612903225806451568136168	0.0000000000000000000000000	0.0000000000000000000000000	0.0000000000000000000000000	0.0000000000000000000000000	0.0000000000000000000000000
